FacName,FacStreet,FacCity,FacState,RegistryID,FacSNCFlg,FacQtrsWithNC,FacInspectionCount,FacFormalActionCount,FacMapFlg,"DFR URL"
"COMED NEWPORT SS","3435 N SEMINARY",CHICAGO,IL,110071394351,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110071394351
"COMED NORWOOD SS","5837 S NAGLE AVE",CHICAGO,IL,110070717264,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070717264
"COMED S WENTWORTH AVE ROW","S WENTWORTH AVE N OF 18TH ST",CHICAGO,IL,110071062647,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110071062647
"COMED S5796","10 E LAKE ST",CHICAGO,IL,110024421721,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110024421721
"COMED SS603 LAWRENCE SS","4836 N PULASKI RD",CHICAGO,IL,110070717263,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070717263
"COMED SS626 SCHOOL ST SS","6405 W SCHOOL ST",CHICAGO,IL,110071673450,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110071673450
"COMED SS674","4664 W IRVING PARK RD",CHICAGO,IL,110071394360,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110071394360
"COMED SS679 BESLEY CT","1814 N ELSTON AVE",CHICAGO,IL,110071139326,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110071139326
"COMED SS691","1838 W WAVELAND ST",CHICAGO,IL,110070905644,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070905644
"COMED SS741","3858 S LOWE AVE",CHICAGO,IL,110066954576,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110066954576
"COMED SS801","751 W 82ND ST",CHICAGO,IL,110070905643,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070905643
"COMED SS821 MARQUETTE PARK","6541 S KEDZIE AVE",CHICAGO,IL,110037388172,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110037388172
"COMED SS851","4722 S WASHTENAW AVE",CHICAGO,IL,110060276071,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110060276071
"COMED SS855","2709 E 76TH PLACE",CHICAGO,IL,110072043622,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072043622
"COMED SS860","820 E 50TH PL",CHICAGO,IL,110041633523,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110041633523
"COMED SS871 56TH ST SS","5549 S LOWE AVE",CHICAGO,IL,110070717262,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070717262
"COMED SS895","5125 S MARSHFIELD AVE",CHICAGO,IL,110070224980,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070224980
"COMED TDC840 QUARRY","1132 W 25TH ST",CHICAGO,IL,110070796838,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070796838
"COMED TSS114 NORTHWEST SS","3501 N. CALIFORNIA AVENUE",CHICAGO,IL,110002392900,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110002392900
"COMED TSS148","1110 N BRANCH ST",CHICAGO,IL,110070631003,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070631003
"COMED TSS35","1141 W DIVERSEY",CHICAGO,IL,110024544448,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110024544448
"COMED TSS37 NATOMA","6600 W GRAND AVE",CHICAGO,IL,110002025308,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110002025308
"COMED TSS45","828 S. JEFFERSON STREET",CHICAGO,IL,110001821958,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110001821958
"COMED TSS54 CLYBOURN","1750 N KINGSBURY ST-B",CHICAGO,IL,110071214472,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110071214472
"COMED TSS67 CONGRESS","2557 W CONGRESS PKWY",CHICAGO,IL,110071214473,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110071214473
"COMED TSS82 CROSBY","1180 N CROSBY ST",CHICAGO,IL,ILR000225664,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=ILR000225664
"COMED TSS84 ROSEHILL SUBSTATION","5801 N RAVENSWOOD AVE",CHICAGO,IL,110071453056,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110071453056
"COMED TSS853","810 E 62ND ST",CHICAGO,IL,110045526622,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110045526622
"COMED VAULT NC1742","28 W RANDOLPH ST",CHICAGO,IL,110072116731,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072116731
"COMED VAULT NC720","1 N DEARBORN ST",CHICAGO,IL,110072118832,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072118832
"COMED WEST TECH","3400 S PULASKI",CHICAGO,IL,110005865395,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110005865395
COMED-MANHOLE,"39TH & DAMEN",CHICAGO,IL,110030735658,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110030735658
"COMMED - SOUTH HEADQUARTERS","7601 S. LAWNDALE AVE.",CHICAGO,IL,110001364782,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110001364782
"COMMERCIAL FORGED PRODUCTS","5757 WEST 65TH STREET",CHICAGO,IL,110000435271,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110000435271
"COMMONWEALTH EDISON","333 S LASALLE ST",CHICAGO,IL,110070159570,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070159570
"COMMONWEALTH EDISON CO","1415 W 35TH ST",CHICAGO,IL,110070836857,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070836857
"COMMUNITY GAS BP FOOD MART","150 W 127TH",CHICAGO,IL,110070684721,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070684721
"COMPACT CARS","5915 W GRAND AVE",CHICAGO,IL,110070159228,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070159228
"COMPASS MANAGEMENT AND LEASING","401 NORTH MICHIGAN AVENUE",CHICAGO,IL,110007043500,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110007043500
"COMPLETE CAR CTR INC","4401 W 55TH ST",CHICAGO,IL,110005910899,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110005910899
"CONCEPT LABORATORIES","1400 W WABANSIA",CHICAGO,IL,110018481329,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110018481329
"CONCORDANCE HEALTHCARE SOLUTIONS","2545 W 24TH ST",CHICAGO,IL,110071139300,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110071139300
"CONCORDIA LUTHERAN CHURCH","3318 N WHIPPLE",CHICAGO,IL,110024835614,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110024835614
"CONNELLY-GPM INC","3154 S CALIFORNIA AVE",CHICAGO,IL,110001809687,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110001809687
"CONRAIL 51ST ST PARTS","506 W 51ST ST",CHICAGO,IL,110009365800,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110009365800
"CONSOLIDATED PRINTING C X","5835 W BELMONT AVE",CHICAGO,IL,110005796095,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110005796095
"CONTINENTAL CHEMISTE CORP","2256 OGDEN AVE",CHICAGO,IL,110018172494,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110018172494
"CONTINENTAL COATINGS INC","1701 E 122ND ST",CHICAGO,IL,110069363076,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110069363076
"CONTINENTAL PAINTING & DECORAT","2255 S WABASH AVE",CHICAGO,IL,110005960923,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110005960923
"CONTRACT I-21-4737 RAILROAD RETAINING WALL CONSTRUCTION","IRVING PARK ROAD NEAR TAFT AVENUE",CHICAGO,IL,110071540760,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110071540760
"COOK CO JAIL S CAMPUS","3026 S CALIFORNIA",CHICAGO,IL,110005914261,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110005914261
"COOK CO MEDICAL EXAMINERS OFFICE","2121 W HARRISON",CHICAGO,IL,110005844738,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110005844738
"COOK COUNTY C/O MB REAL ESTATE","69 WEST WASHINGTON ST",CHICAGO,IL,110001228939,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110001228939
"COOK COUNTY DEPT OF FACILITIES","2323 ROCKWELL ST",CHICAGO,IL,110009386985,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110009386985
"COOK COUNTY FACILITIES","4545 W CERMAK",CHICAGO,IL,110005916116,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110005916116
"COOK COUNTY HOSPITAL POWER HOUSE","1835 WEST HARRISON STREET",CHICAGO,IL,110001382691,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110001382691
"COOK COUNTY HWY DEPT","N ASHLAND AVE ST NORTH BRANCH",CHICAGO,IL,110007550382,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110007550382
"COOK COUNTY POWER HOUSE","3045 S. SACRAMENTO AVENUE",CHICAGO,IL,110014339956,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110014339956
"COOK DUPAGE TRANSPORT","1200 W FULTON MARKET",CHICAGO,IL,110001350840,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110001350840
"COOK ELEM SCHOOL","8150 S BISHOP ST",CHICAGO,IL,110021722484,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110021722484
"COOL HEAT","2859 W MONTROSE",CHICAGO,IL,110005904405,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110005904405
"COOPER BUSSMANN CHICAGO","7300 W. WILSON AVE.",CHICAGO,IL,110000435985,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110000435985
CORESITE,"427 LASALLE ST",CHICAGO,IL,110036144464,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110036144464
CORESITE,"1432 S CLINTON ST",CHICAGO,IL,110071894221,N,1,1,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110071894221
"CORNELL COMMON CONDO ASSN","5462 S CORNELL ST",CHICAGO,IL,110069281949,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110069281949
"CORNELL FORGE CO","6666 W 66TH ST","BEDFORD PARK",IL,110001687700,N,0,1,1,Y,https://echo.epa.gov/detailed-facility-report?fid=110001687700
"CORNELL SQUARE PARK","1809 W 50TH ST",CHICAGO,IL,110056035749,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110056035749
"CORNERSTONE CLEANERS","451 W NORTH",CHICAGO,IL,110040517410,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110040517410
"CORRUGATED METALS","4800 S HOYNE",CHICAGO,IL,110018344406,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110018344406
"COSMETIC AUTO TRIM & GLASS","6166 NORTHWEST HWY",CHICAGO,IL,110070160875,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070160875
"COSMETIC AUTO TRIM AND GLASS","6166 N NORTHWEST HWY",CHICAGO,IL,110007562985,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110007562985
"COST PLUS 6076","1623 N SHEFFIELD AVE-B",CHICAGO,IL,110064438924,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110064438924
"COST PLUS 6336","1101 S CANAL ST",CHICAGO,IL,110064440234,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110064440234
"COSTCO WHOLESALE 1107","1430 S ASHLAND AVE",CHICAGO,IL,110044970127,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110044970127
"COSTCO WHOLESALE CORP","2746 N CLYBOURN AVE",CHICAGO,IL,110003055292,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110003055292
"COTTER AND CO","2740 CLYBORN AVE B",CHICAGO,IL,110005794550,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110005794550
"COVERALL LAUNDRY SVC INC","3715 N ASHLAND AVE",CHICAGO,IL,110005883151,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110005883151
"COWHEY MATERIALS AND FUEL","5310 W AINSLIE ST",CHICAGO,IL,110001812682,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110001812682
"COX METALS","12100 S STONY ISLAND",CHICAGO,IL,110003051205,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110003051205
"CPS WAREHOUSE","4720 S ST LOUIS",CHICAGO,IL,110005924330,N,0,1,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110005924330
"CRAFT DIE CASTING CORP","1831 N LOREL ST",CHICAGO,IL,110005944933,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110005944933
"CRAFTSMAN PLATING & TINNING","1250 W MELROSE",CHICAGO,IL,110064099504,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110064099504
"CRAFTSMAN PLATING & TINNING CORP","1239 WEST SCHOOL STREET",CHICAGO,IL,110000436001,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110000436001
"CRASH CHAMPIONS","2031 S WABASH AVE #1708",CHICAGO,IL,110071355145,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110071355145
"CRASH CHAMPIONS","2232 S WABASH AVE",CHICAGO,IL,110071355146,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110071355146
"CRASH CHAMPIONS","5430 W MONTROSE AVE",CHICAGO,IL,110005855360,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110005855360
"CRASH CHAMPIONS","870 W DIVISION ST",CHICAGO,IL,110070120005,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070120005
"CRASH CHAMPIONS","1630 N KINGSBURY ST",CHICAGO,IL,110071355147,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110071355147
"CRASH CHAMPIONS LLC","807 W DIVISION ST",CHICAGO,IL,110070676089,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070676089
"CRASH CHAMPIONS LLC","2738 W FULTON ST",CHICAGO,IL,110071267863,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110071267863
"CRASH CHAMPIONS MILWAUKEE AVE","3545 N MILWAUKEE AVE",CHICAGO,IL,110005876748,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110005876748
"CRAWFORD BRAKE","4118 PULASKI RD",CHICAGO,IL,110005888138,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110005888138
"CRAWFORD ELECTRIC GENERATING STATION","3501 SOUTH PULASKI ROAD",CHICAGO,IL,110000434717,N,0,0,2,Y,https://echo.epa.gov/detailed-facility-report?fid=110000434717
"CRAWFORD LABORATORIES","4165 S. EMERALD AVE.",CHICAGO,IL,110000434030,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110000434030
"CRAWFORD STEEL EXTENSION","3141 W 36TH PLACE",CHICAGO,IL,110030995939,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110030995939
"CRCC SIFANG AMERICA INC","13535 S TORRENCE STE C",CHICAGO,IL,110070507652,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070507652
"CREATIVE METALS GROUP","3939 S KARLOV AVE",CHICAGO,IL,110072118869,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072118869
"CREATIVE WOOD DESIGN","2336 WOLFRAM",CHICAGO,IL,110005804898,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110005804898
"CRESCENT PLATING WORKS INC","3650 WEST ARMITAGE AVENUE",CHICAGO,IL,110000435672,N,9,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110000435672
"CRISON, LLC","2201 WEST CAMPBELL PARK DRIVE",CHICAGO,IL,110071497836,N,,1,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110071497836
"CRO-MAT CO","3771 W MORSE AVE",LINCOLNWOOD,IL,110018284729,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110018284729
"CROMPTON & KNOWLES CORPORATION","2400 EAST 130TH STREET",CHICAGO,IL,110009727563,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110009727563
CRONIMET,"10602 S. BUFFALO",CHICAGO,IL,110058290647,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110058290647
"CRONIMET CORPORATION",UNKNOWN,CHICAGO,IL,110025197310,Y,11,1,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110025197310
"CROSSROADS OF RAVENSWOOD","1614 W WILSON AVE",CHICAGO,IL,110020476260,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110020476260
"CROWLEY SHEPPARD ASPHALT CO","6525 W 99 BOX 438","CHICAGO RIDGE",IL,110005822039,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110005822039
"CROWLEY-SHEPPARD ASPHALT LLC","6525 99TH ST","CHICAGO RIDGE",IL,110001813413,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110001813413
"CRUZ O MATIC","3536 N KNOX AVE",CHICAGO,IL,110070159463,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070159463
"CRYSTAL CLEANERS","4953 N DAMEN AVE",CHICAGO,IL,110005942061,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110005942061
"CSX INTERMODAL TERMINAL INC","7000 W 71ST ST","BEDFORD PARK",IL,110010010380,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110010010380
"CSX INTERMODAL TERMINAL INC","2101 W 59TH ST",CHICAGO,IL,110014372945,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110014372945
CTA,"4645-4649 N WESTERN",CHICAGO,IL,110031379078,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110031379078
CTA,"11740 S FRONT ST",CHICAGO,IL,110001677347,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110001677347
CTA,"945 W WELLINGTON AVE",CHICAGO,IL,110031329373,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110031329373
"CTA - 98TH SHOP","9800 S STATE ST",CHICAGO,IL,110005869051,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110005869051
"CTA - GROUPING 27/RLE-021","35 W. 115TH STREET",CHICAGO,IL,110072090769,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072090769
"CTA BELMONT STATION","945-949 W BELMONT",CHICAGO,IL,110024914431,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110024914431
"CTA FRANKLIN SUBSTATION","321 S FRANKLIN ST",CHICAGO,IL,110031429764,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110031429764
"CTA FULLERTON STATION","943-947 W FULLERTON",CHICAGO,IL,110024914716,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110024914716
"CTA GROUPING 111/RLE-120-PA","11514 S STATE ST",CHICAGO,IL,110072044390,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072044390
"CTA KEDZIE BUS GARAGE","358 S KEDZIE AVE",CHICAGO,IL,110005850418,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110005850418
"CTA RLE MAINLINE - SEGMENT 4","360 W 111TH ST",CHICAGO,IL,110072084940,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072084940
"CUDNER & O'CONNOR CO","4035 W KINZIE ST",CHICAGO,IL,110001367994,N,0,1,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110001367994
"CULINARY FOODS INC","2620 N JONES",CHICAGO,IL,110005932125,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110005932125
"CUMBERLAND CROSSING CONDOS","5555 N CUMBERLAND AVE",CHICAGO,IL,110018137229,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110018137229
"CURTIS SCHOOL-CHI. BD. OF EDUC.","32 E 115TH ST",CHICAGO,IL,110001851256,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110001851256
"CUSTOM PAINT PARLOR","3451 W 51ST ST",CHICAGO,IL,110018218310,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110018218310
"CVS PHARMACY #11410","25 E OHIO ST",CHICAGO,IL,110071062678,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110071062678
"CVS PHARMACY #11619","2628 WEST PERSHING RD",CHICAGO,IL,110072213619,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072213619
"CVS PHARMACY #11623","3429 S KING DR",CHICAGO,IL,ILR000225615,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=ILR000225615
"CVS PHARMACY #16285","7100 S CICERO AVE STE A",CHICAGO,IL,110072043646,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072043646
"CVS PHARMACY #16361","2656 N ELSTON AVE STE A",CHICAGO,IL,110072043645,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072043645
"CVS PHARMACY #16771","2939 W ADDISON ST STE A",CHICAGO,IL,110072043522,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072043522
"CVS PHARMACY #16999","4433 S PULASKI RD STE A",CHICAGO,IL,110072043644,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072043644
"CVS PHARMACY #17009","1154 S CLARK ST STE A",CHICAGO,IL,110072044183,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072044183
"CVS PHARMACY #17042","6525 W DIVERSEY AVE STE A",CHICAGO,IL,110072043523,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072043523
"CVS PHARMACY #17166","1940 W 33RD ST STE A",CHICAGO,IL,110072044261,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072044261
"CVS PHARMACY #17167","2112 W PETERSON AVE STE A",CHICAGO,IL,110072044262,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072044262
"CVS PHARMACY #17437","4466 N BROADWAY ST STE A",CHICAGO,IL,110072043942,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072043942
"CVS PHARMACY #17591","1200 N LARRABEE ST STE A",CHICAGO,IL,110072043939,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072043939
"CVS PHARMACY #17634","1101 W JACKSON BLVD STE A",CHICAGO,IL,110072043938,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072043938
"CVS PHARMACY #17643","1 S STATE ST STE A",CHICAGO,IL,110072043941,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072043941
"CVS PHARMACY #17683","2650 N CLARK ST STE A",CHICAGO,IL,110072043940,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072043940
"CVS PHARMACY #17686","1346 E 53RD ST STE A",CHICAGO,IL,110072043937,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072043937
"CVS PHARMACY #17698","3204 N CLARK ST STE A",CHICAGO,IL,110072044186,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072044186
"CVS PHARMACY #17711","3300 N ASHLAND AVE STE A",CHICAGO,IL,110072043647,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072043647
"CVS PHARMACY #17761","2434 N SACRAMENTO AVE STE A",CHICAGO,IL,110072043648,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072043648
"CVS PHARMACY #17889","4728 W IRVING PARK RD STE A",CHICAGO,IL,110072043936,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072043936
"CVS PHARMACY #19000","4327 S ARCHER AVE  STE P",CHICAGO,IL,110071192506,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110071192506
"CVS PHARMACY #CHI14B01","6918 W ARCHER AVE",CHICAGO,IL,110072044241,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072044241
"CVS PHARMACY #ILCHI10B01","2335 S WENTWORTH AVE B",CHICAGO,IL,110072043891,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072043891
"CVS PHARMACY #ILCHI11B01","3010 W 26TH ST",CHICAGO,IL,110072043514,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072043514
"CVS PHARMACY #ILCHI12B01","4417 W DIVERSEY AVE",CHICAGO,IL,110072043893,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072043893
"CVS PHARMACY #ILCHI13B01","3433 W MADISON ST",CHICAGO,IL,110072044242,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072044242
"CVS PHARMACY #ILCHI1B01","1541 DEVON AVE",CHICAGO,IL,110072044240,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072044240
"CVS PHARMACY #ILCHI2B01","4318 S STATE ST",CHICAGO,IL,110072044256,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072044256
"CVS PHARMACY #ILCHI4B01","1715 E 95TH ST",CHICAGO,IL,110072043889,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072043889
"CVS PHARMACY #ILCHI7B01","4848 W IRVING PARK RD",CHICAGO,IL,110072043890,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072043890
"CVS PHARMACY #ILCHI9B01","850 W 63RD ST",CHICAGO,IL,110072043892,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072043892
"CVS PHARMACY 0788","344 W HUBBARD ST",CHICAGO,IL,110045973871,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110045973871
"CVS PHARMACY 1054","101 N CLINTON ST",CHICAGO,IL,110045973853,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110045973853
"CVS PHARMACY 11090","678 N WELLS ST",CHICAGO,IL,110070431584,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070431584
"CVS PHARMACY 11376","1034 W LAKE ST",CHICAGO,IL,110070676059,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070676059
"CVS PHARMACY 1493","5205 N BROADWAY ST",CHICAGO,IL,110045973639,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110045973639
"CVS PHARMACY 2590","69 W WASHINGTON ST",CHICAGO,IL,110017703715,Y,12,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110017703715
"CVS PHARMACY 2798","3951 W 103RD ST",CHICAGO,IL,110045525598,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110045525598
"CVS PHARMACY 2845","1930 W 103RD ST",CHICAGO,IL,110045973826,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110045973826
